Timestamp,TrafficCount
04-08-2010,211.1
04-09-2010,169.9
04-10-2010,142.15
04-11-2010,120.22
04-12-2010,176.2
04-13-2010,209.24
04-14-2010,205.26
04-15-2010,199.41
04-16-2010,178.58
04-17-2010,193.72
04-18-2010,158.35
04-19-2010,191.37
04-20-2010,214
04-21-2010,175.25
04-22-2010,200.52
04-23-2010,167.57
04-24-2010,205.57
04-25-2010,146.45
04-26-2010,189.59
04-27-2010,211.96
04-28-2010,190.81
04-29-2010,226.41
04-30-2010,181.37
05-01-2010,160.12
05-02-2010,124.73
05-03-2010,213.18
05-04-2010,173.69
05-05-2010,230.46
05-06-2010,248.23
05-07-2010,133.29
05-08-2010,121.53
05-09-2010,145.15
05-10-2010,160.59
05-11-2010,164.9
05-12-2010,212.3
05-13-2010,161.57
05-14-2010,164.42
05-15-2010,107.1
05-16-2010,175.69
05-17-2010,147.75
05-18-2010,189.65
05-19-2010,224.84
05-20-2010,151.15
05-21-2010,151.95
05-22-2010,156.33
05-23-2010,90.2
05-24-2010,165.28
05-25-2010,197.42
05-26-2010,217.17
05-27-2010,144.02
05-28-2010,106.16
05-29-2010,129.51
05-30-2010,130.53
05-31-2010,159.55
06-01-2010,192.12
06-02-2010,173.06
06-03-2010,173.1
06-04-2010,138.77
06-05-2010,90.79
06-06-2010,161.85
06-07-2010,157.16
06-08-2010,145.62
06-09-2010,198.35
06-10-2010,134.73
06-11-2010,142.85
06-12-2010,129.28
06-13-2010,86.3
06-14-2010,160.94
06-15-2010,177.21
06-16-2010,193.92
06-17-2010,197.9
06-18-2010,-102.35
06-19-2010,72.76
06-20-2010,75.83
06-21-2010,107.67
06-22-2010,156.13
06-23-2010,173.03
06-24-2010,148.5
06-25-2010,126.26
06-26-2010,82.97
06-27-2010,125.42
06-28-2010,112.44
06-29-2010,217.04
06-30-2010,171.11
07-01-2010,111.1
07-02-2010,69.75
07-03-2010,502.25
07-04-2010,74.42
07-05-2010,127.84
07-06-2010,151.8
07-07-2010,144.58
07-08-2010,102.3
07-09-2010,49.6
07-10-2010,53.38
07-11-2010,92.4
07-12-2010,106.33
07-13-2010,99.84
07-14-2010,141.77
07-15-2010,124.17
07-16-2010,56.47
07-17-2010,59.52
07-18-2010,63.61
07-19-2010,63.61
07-20-2010,131.17
07-21-2010,142.75
07-22-2010,132.95
07-23-2010,96.3
07-24-2010,12.67
07-25-2010,30.2
07-26-2010,96.61
07-27-2010,126.68
07-28-2010,133.28
07-29-2010,193.92
07-30-2010,76.03
07-31-2010,67.37
08-01-2010,69.44
08-02-2010,92.04
08-03-2010,98.06
08-04-2010,131.56
08-05-2010,70.55
08-06-2010,48.19
08-07-2010,19.29
08-08-2010,40.17
08-09-2010,126.25
08-10-2010,51.97
08-11-2010,122.55
08-12-2010,42.47
08-13-2010,35.32
08-14-2010,51.77
08-15-2010,32.95
08-16-2010,34.77
08-17-2010,74.22
08-18-2010,115.95
08-19-2010,58.2
08-20-2010,46.33
08-21-2010,19.59
08-22-2010,9.09
08-23-2010,109.47
08-24-2010,102.23
08-25-2010,42.73
08-26-2010,75.66
08-27-2010,19.04
08-28-2010,34.56
08-29-2010,0.5
08-30-2010,48.07
08-31-2010,94.21
09-01-2010,110.35
09-02-2010,36.47
09-03-2010,22.84
09-04-2010,-2.85
09-05-2010,-0.11
09-06-2010,91.13
09-07-2010,87.92
09-08-2010,53.54
09-09-2010,85.93
09-10-2010,80.91
09-11-2010,31.64
09-12-2010,-24.8
09-13-2010,32
09-14-2010,106.73
09-15-2010,-408.16
09-16-2010,71.66
09-17-2010,44.97
09-18-2010,-19.45
09-19-2010,9.75
09-20-2010,-38.7
09-21-2010,47.83
09-22-2010,74.71
09-23-2010,28.08
09-24-2010,65.28
09-25-2010,-32.99
09-26-2010,-0.56
09-27-2010,44.96
09-28-2010,109
09-29-2010,44.82
09-30-2010,88.21
10-01-2010,24.75
10-02-2010,-21.59
10-03-2010,22.34
10-04-2010,47.19
10-05-2010,58.65
10-06-2010,83.31
10-07-2010,50.51
10-08-2010,28.51
10-09-2010,20.85
10-10-2010,51.95
10-11-2010,12.94
10-12-2010,128.82
10-13-2010,34.77
10-14-2010,58.52
10-15-2010,42.71
10-16-2010,13.81
10-17-2010,-0.61
10-18-2010,41.5
10-19-2010,66.15
10-20-2010,71.98
10-21-2010,86.85
10-22-2010,40.39
10-23-2010,-6.92
10-24-2010,41.22
10-25-2010,58.32
10-26-2010,102.88
10-27-2010,106.69
10-28-2010,49.28
10-29-2010,22
10-30-2010,33.78
10-31-2010,38.83
11-01-2010,55.1
11-02-2010,90.63
11-03-2010,128.17
11-04-2010,60.64
11-05-2010,55.25
11-06-2010,15.75
11-07-2010,23.98
11-08-2010,89.08
11-09-2010,114.45
11-10-2010,122.83
11-11-2010,114.45
11-12-2010,48.62
11-13-2010,44.5
11-14-2010,28.44
11-15-2010,76.62
11-16-2010,97.59
11-17-2010,112.06
11-18-2010,103.96
11-19-2010,35.02
11-20-2010,87.27
11-21-2010,18.67
11-22-2010,45.89
11-23-2010,137.63
11-24-2010,137.38
11-25-2010,112.74
11-26-2010,79.34
11-27-2010,42.91
11-28-2010,29.74
11-29-2010,86.59
11-30-2010,100.3
12-01-2010,150.6
12-02-2010,102.19
12-03-2010,51.81
12-04-2010,44.08
12-05-2010,71.47
12-06-2010,514.76
12-07-2010,105.8
12-08-2010,141.52
12-09-2010,121.27
12-10-2010,69.12
12-11-2010,49.75
12-12-2010,76.43
12-13-2010,67.09
12-14-2010,100.77
12-15-2010,127.12
12-16-2010,119.52
12-17-2010,99.33
12-18-2010,108.22
12-19-2010,101.93
12-20-2010,766.31
12-21-2010,145.42
12-22-2010,129.99
12-23-2010,134.4
12-24-2010,94.38
12-25-2010,89.47
12-26-2010,69.89
12-27-2010,-256.88
12-28-2010,194.35
12-29-2010,162.49
12-30-2010,155.07
12-31-2010,129.02
01-01-2011,81.56
01-02-2011,106.37
01-03-2011,133.81
01-04-2011,168.67
01-05-2011,156.07
01-06-2011,155.82
01-07-2011,134.4
01-08-2011,138.03
01-09-2011,134.9
01-10-2011,197.46
01-11-2011,157.15
01-12-2011,207.3
01-13-2011,169.86
01-14-2011,186.73
01-15-2011,91.55
01-16-2011,99.9
01-17-2011,138.58
01-18-2011,133.14
01-19-2011,182.2
01-20-2011,156.11
01-21-2011,145.5
01-22-2011,130.01
01-23-2011,177.45
01-24-2011,186.93
01-25-2011,181.35
01-26-2011,182.37
01-27-2011,196.8
01-28-2011,118.09
01-29-2011,176.53
01-30-2011,169.24
01-31-2011,160.57
02-01-2011,162
02-02-2011,247.65
02-03-2011,190.53
02-04-2011,190.85
02-05-2011,99.61
02-06-2011,133.41
02-07-2011,180.98
02-08-2011,538.63
02-09-2011,210.91
02-10-2011,217.22
02-11-2011,141.37
02-12-2011,143.97
02-13-2011,159.34
02-14-2011,201.54
02-15-2011,238.8
02-16-2011,201.66
02-17-2011,170.8
02-18-2011,207.39
02-19-2011,163.1
02-20-2011,144.77
02-21-2011,234.49
02-22-2011,230.81
02-23-2011,266.04
02-24-2011,217.49
02-25-2011,233.49
02-26-2011,205.07
02-27-2011,163.52
02-28-2011,226.12
03-01-2011,250.04
03-02-2011,276.62
03-03-2011,197.39
03-04-2011,204.69
03-05-2011,193.07
03-06-2011,131.06
03-07-2011,177.39
03-08-2011,187.91
03-09-2011,240.51
03-10-2011,244.14
03-11-2011,229.64
03-12-2011,172.85
03-13-2011,610.78
03-14-2011,176.55
03-15-2011,200.23
03-16-2011,249.63
03-17-2011,239.42
03-18-2011,194.72
03-19-2011,122.61
03-20-2011,180.17
03-21-2011,181.42
03-22-2011,262.38
03-23-2011,262.84
03-24-2011,208.82
03-25-2011,185.02
03-26-2011,149.99
03-27-2011,-91.97
03-28-2011,239.75
03-29-2011,222.67
03-30-2011,267.79
03-31-2011,220.41
04-01-2011,179.23
04-02-2011,174.81
04-03-2011,159.38
04-04-2011,202.72
04-05-2011,217.89
04-06-2011,304.66
04-07-2011,234.73
04-08-2011,181.58
04-09-2011,182.69
04-10-2011,182.14
04-11-2011,210.56
04-12-2011,262.55
04-13-2011,273.67
04-14-2011,219.62
04-15-2011,183.55
04-16-2011,169.17
04-17-2011,125.94
04-18-2011,176.59
04-19-2011,279.59
04-20-2011,293.92
04-21-2011,224.56
04-22-2011,210.1
04-23-2011,181.41
04-24-2011,257.89
04-25-2011,239.72
04-26-2011,239.33
04-27-2011,225.86
04-28-2011,187.43
04-29-2011,197.42
04-30-2011,151.22
05-01-2011,141.71
05-02-2011,191.77
05-03-2011,211.55
05-04-2011,287.84
05-05-2011,245.4
05-06-2011,187.76
05-07-2011,202.61
05-08-2011,174.55
05-09-2011,181.61
05-10-2011,271.73
05-11-2011,254.07
05-12-2011,192.22
05-13-2011,177.87
05-14-2011,-137.13
05-15-2011,132.45
05-16-2011,220.58
05-17-2011,275.54
05-18-2011,199.66
05-19-2011,226.14
05-20-2011,160.15
05-21-2011,141.65
05-22-2011,145.77
05-23-2011,169.27
05-24-2011,222.36
05-25-2011,207.08
05-26-2011,211.95
05-27-2011,168.18
05-28-2011,140.76
05-29-2011,130.71
05-30-2011,169.17
05-31-2011,232.65
06-01-2011,232.91
06-02-2011,173.19
06-03-2011,164.27
06-04-2011,157.79
06-05-2011,103.84
06-06-2011,189.27
06-07-2011,189.22
06-08-2011,226.6
06-09-2011,170.42
06-10-2011,108.47
06-11-2011,90.05
06-12-2011,138.45
06-13-2011,173.79
06-14-2011,174.73
06-15-2011,219.79
06-16-2011,139.4
06-17-2011,143.32
06-18-2011,91.8
06-19-2011,112.24
06-20-2011,159.73
06-21-2011,167.03
06-22-2011,185.38
06-23-2011,197.23
06-24-2011,121.65
06-25-2011,134.04
06-26-2011,91.34
06-27-2011,162.8
06-28-2011,215.58
06-29-2011,124.18
06-30-2011,143.11
07-01-2011,141.45
07-02-2011,99.01
07-03-2011,119.79
07-04-2011,125.39
07-05-2011,172.63
07-06-2011,173
07-07-2011,183.16
07-08-2011,124.32
07-09-2011,103.47
07-10-2011,91.17
07-11-2011,119.27
07-12-2011,150.65
07-13-2011,177.77
07-14-2011,134.48
07-15-2011,116.27
07-16-2011,138.02
07-17-2011,114.38
07-18-2011,114.48
07-19-2011,182.7
07-20-2011,148.96
07-21-2011,85.34
07-22-2011,75.16
07-23-2011,30.75
07-24-2011,75.25
07-25-2011,114.58
07-26-2011,186.12
07-27-2011,158.94
07-28-2011,122.49
07-29-2011,112.84
07-30-2011,14.04
07-31-2011,81.8
08-01-2011,125.34
08-02-2011,99.27
08-03-2011,171.46
08-04-2011,128.61
08-05-2011,73.98
08-06-2011,77.49
08-07-2011,125.12
08-08-2011,103.15
08-09-2011,135.07
08-10-2011,124.1
08-11-2011,91.71
08-12-2011,98.04
08-13-2011,33.29
08-14-2011,63.26
08-15-2011,79.89
08-16-2011,134.17
08-17-2011,137.37
08-18-2011,132.46
08-19-2011,58.21
08-20-2011,41.73
08-21-2011,30.92
08-22-2011,74.75
08-23-2011,125.78
08-24-2011,142.24
08-25-2011,77.87
08-26-2011,87.23
08-27-2011,77.04
08-28-2011,60.52
08-29-2011,127.71
08-30-2011,92.07
08-31-2011,87.4
09-01-2011,51.8
09-02-2011,98.37
09-03-2011,55.13
09-04-2011,44.56
09-05-2011,83.7
09-06-2011,79.34
09-07-2011,175.86
09-08-2011,95.85
09-09-2011,60.21
09-10-2011,53.57
09-11-2011,54.78
09-12-2011,79.26
09-13-2011,84.83
09-14-2011,123.78
09-15-2011,137.1
09-16-2011,88.7
09-17-2011,72.99
09-18-2011,27.88
09-19-2011,46.98
09-20-2011,99.66
09-21-2011,111.76
09-22-2011,115.95
09-23-2011,11.45
09-24-2011,70.27
09-25-2011,35.74
09-26-2011,60.25
09-27-2011,76.87
09-28-2011,68.53
09-29-2011,108.86
09-30-2011,55.45
10-01-2011,-0.2
10-02-2011,7.5
10-03-2011,62.88
10-04-2011,144.41
10-05-2011,104.09
10-06-2011,51.55
10-07-2011,48.49
10-08-2011,26.42
10-09-2011,-26.2
10-10-2011,71.43
10-11-2011,98.59
10-12-2011,129.83
10-13-2011,137.36
10-14-2011,84.97
10-15-2011,28.85
10-16-2011,16.05
10-17-2011,139.77
10-18-2011,108.67
10-19-2011,115.75
10-20-2011,93.68
10-21-2011,65.06
10-22-2011,35.42
10-23-2011,32.99
10-24-2011,65.54
10-25-2011,110.29
10-26-2011,105.9
10-27-2011,80.69
10-28-2011,67.16
10-29-2011,37.19
10-30-2011,89.63
10-31-2011,17.78
11-01-2011,143.39
11-02-2011,155.77
11-03-2011,51.96
11-04-2011,61.35
11-05-2011,39.85
11-06-2011,22.55
11-07-2011,70.46
11-08-2011,94.32
11-09-2011,174.55
11-10-2011,133.44
11-11-2011,108.1
11-12-2011,73.7
11-13-2011,36.16
11-14-2011,83.57
11-15-2011,141.23
11-16-2011,107.22
11-17-2011,135.03
11-18-2011,77.57
11-19-2011,53.67
11-20-2011,89.66
11-21-2011,115.4
11-22-2011,127.7
11-23-2011,174.59
11-24-2011,98.12
11-25-2011,107.03
11-26-2011,86.03
11-27-2011,72.4
11-28-2011,120.8
11-29-2011,113.89
11-30-2011,177.26
12-01-2011,129.16
12-02-2011,87.29
12-03-2011,106.24
12-04-2011,71.43
12-05-2011,86.42
12-06-2011,115.31
12-07-2011,178.44
12-08-2011,110.98
12-09-2011,153.51
12-10-2011,37.31
12-11-2011,140.87
12-12-2011,136.39
12-13-2011,161.35
12-14-2011,159.27
12-15-2011,162.63
12-16-2011,118.41
12-17-2011,126.7
12-18-2011,111.12
12-19-2011,144.72
12-20-2011,164.58
12-21-2011,181.4
12-22-2011,170.32
12-23-2011,86.6
12-24-2011,75.45
12-25-2011,136.91
12-26-2011,155.33
12-27-2011,-313.64
12-28-2011,193.42
12-29-2011,181.46
12-30-2011,126.03
12-31-2011,99.88
01-01-2012,133.41
01-02-2012,136.79
01-03-2012,204.18
01-04-2012,160.59
01-05-2012,208.69
01-06-2012,161.52
01-07-2012,135.91
01-08-2012,163.25
01-09-2012,213.03
01-10-2012,229.47
01-11-2012,167.25
01-12-2012,161.07
01-13-2012,144.15
01-14-2012,140.2
01-15-2012,161.63
01-16-2012,163.22
01-17-2012,218.71
01-18-2012,204.28
01-19-2012,187.62
01-20-2012,134.41
01-21-2012,126.23
01-22-2012,124.6
01-23-2012,166.63
01-24-2012,249.99
01-25-2012,208.97
01-26-2012,278.2
01-27-2012,191.33
01-28-2012,163.28
01-29-2012,146.22
01-30-2012,217.74
01-31-2012,218.39
02-01-2012,244.81
02-02-2012,285.37
02-03-2012,185.49
02-04-2012,196.2
02-05-2012,158.82
02-06-2012,208
02-07-2012,285.59
02-08-2012,234.54
02-09-2012,275.03
02-10-2012,213.84
02-11-2012,161.56
02-12-2012,200.26
02-13-2012,241.13
02-14-2012,264.71
02-15-2012,218.69
02-16-2012,219.16
02-17-2012,197.46
02-18-2012,181.15
02-19-2012,207.24
02-20-2012,228.41
02-21-2012,222.81
02-22-2012,274.35
02-23-2012,259.38
02-24-2012,224.3
02-25-2012,216.55
02-26-2012,218.96
02-27-2012,241.7
02-28-2012,260.56
02-29-2012,229.31
03-01-2012,260.7
03-02-2012,221.2
03-03-2012,201.89
03-04-2012,171.62
03-05-2012,208.48
03-06-2012,293.78
03-07-2012,274.83
03-08-2012,271.84
03-09-2012,221.41
03-10-2012,200.39
03-11-2012,231.39
03-12-2012,226.84
03-13-2012,273.93
03-14-2012,268.19
03-15-2012,247.72
03-16-2012,216.59
03-17-2012,208.65
03-18-2012,199.26
03-19-2012,274.27
03-20-2012,252.15
03-21-2012,277.9
03-22-2012,250.24
03-23-2012,262.99
03-24-2012,210.35
03-25-2012,239.19
03-26-2012,207.75
03-27-2012,283.03
03-28-2012,306.49
03-29-2012,264.81
03-30-2012,254.8
03-31-2012,193.68
04-01-2012,249.65
04-02-2012,303.21
04-03-2012,267.97
04-04-2012,273.63
04-05-2012,299.44
04-06-2012,267.84
04-07-2012,193.57
04-08-2012,203.76
04-09-2012,238.38
04-10-2012,242.95
04-11-2012,261.16
04-12-2012,237.19
04-13-2012,208.18
04-14-2012,204.64
04-15-2012,218.83
04-16-2012,282.73
04-17-2012,249.99
04-18-2012,306.95
04-19-2012,255.01
04-20-2012,224.04
04-21-2012,220.12
04-22-2012,182.49
04-23-2012,250.96
04-24-2012,-28.47
04-25-2012,291.77
04-26-2012,264.55
04-27-2012,283.47
04-28-2012,183.96
04-29-2012,193.79
04-30-2012,222.17
05-01-2012,254.53
05-02-2012,259.58
05-03-2012,282.95
05-04-2012,253.36
05-05-2012,181.26
05-06-2012,181.73
05-07-2012,244.88
05-08-2012,249.82
05-09-2012,286.41
05-10-2012,253.23
05-11-2012,174.76
05-12-2012,228.88
05-13-2012,241.98
05-14-2012,212.18
05-15-2012,248.21
05-16-2012,271.88
05-17-2012,250.55
05-18-2012,223.02
05-19-2012,234.24
05-20-2012,186.33
05-21-2012,201.1
05-22-2012,216.87
05-23-2012,239.8
05-24-2012,234.59
05-25-2012,244.55
05-26-2012,164.06
05-27-2012,189.26
05-28-2012,213.46
05-29-2012,273.78
05-30-2012,313.87
05-31-2012,214.68
06-01-2012,179.88
06-02-2012,195.45
06-03-2012,192.98
06-04-2012,661.88
06-05-2012,250.77
06-06-2012,233.74
06-07-2012,234.66
06-08-2012,211.71
06-09-2012,181.67
06-10-2012,180.35
06-11-2012,224.39
06-12-2012,257.01
06-13-2012,268.82
06-14-2012,227.61
06-15-2012,171.25
06-16-2012,156.21
06-17-2012,189.17
06-18-2012,168.59
06-19-2012,228.24
06-20-2012,215.64
06-21-2012,203.27
06-22-2012,198.52
06-23-2012,148.41
06-24-2012,151.23
06-25-2012,146.06
06-26-2012,228.7
06-27-2012,232.61
06-28-2012,247.61
06-29-2012,149.83
06-30-2012,140.06
07-01-2012,147.25
07-02-2012,210.43
07-03-2012,198.58
07-04-2012,214.37
07-05-2012,199.66
07-06-2012,153.12
07-07-2012,114.36
07-08-2012,136.81
07-09-2012,188.79
07-10-2012,166.28
07-11-2012,201.71
07-12-2012,157.97
07-13-2012,169.37
07-14-2012,78.51
07-15-2012,109.09
07-16-2012,162.51
07-17-2012,222.25
07-18-2012,187.95
07-19-2012,152.84
07-20-2012,177.82
07-21-2012,71.73
07-22-2012,59.47
07-23-2012,155.52
07-24-2012,162.05
07-25-2012,155.61
07-26-2012,176.04
07-27-2012,128.55
07-28-2012,85.56
07-29-2012,74.24
07-30-2012,158.2
07-31-2012,182.8
08-01-2012,170.69
08-02-2012,196.6
08-03-2012,87.89
08-04-2012,53.79
08-05-2012,81.3
08-06-2012,127.69
08-07-2012,165.16
08-08-2012,159.76
08-09-2012,151.95
08-10-2012,76.17
08-11-2012,120.94
08-12-2012,89.56
08-13-2012,149.89
08-14-2012,160.87
08-15-2012,170.54
08-16-2012,150.84
08-17-2012,112.21
08-18-2012,94.59
08-19-2012,706.96
08-20-2012,120.78
08-21-2012,164.06
08-22-2012,151.04
08-23-2012,166.88
08-24-2012,78.51
08-25-2012,118.08
08-26-2012,79.07
08-27-2012,74.89
08-28-2012,144.47
08-29-2012,131.32
08-30-2012,147.1
08-31-2012,74.45
09-01-2012,57.38
09-02-2012,28.46
09-03-2012,95.12
09-04-2012,76.58
09-05-2012,104.81
09-06-2012,141.29
09-07-2012,106.76
09-08-2012,75.68
09-09-2012,48.18
09-10-2012,102.04
09-11-2012,134.05
09-12-2012,112.56
09-13-2012,157.14
09-14-2012,106.48
09-15-2012,57.1
09-16-2012,70.77
09-17-2012,106.34
09-18-2012,81.16
09-19-2012,133.56
09-20-2012,100.89
09-21-2012,58.05
09-22-2012,54.3
09-23-2012,113.9
09-24-2012,116.19
09-25-2012,117.12
09-26-2012,153.41
09-27-2012,152.44
09-28-2012,105.89
09-29-2012,62.68
09-30-2012,52.81
10-01-2012,117.81
10-02-2012,141.59
10-03-2012,820.04
10-04-2012,134.02
10-05-2012,109.87
10-06-2012,48.82
10-07-2012,103.1
10-08-2012,106.64
10-09-2012,185.14
10-10-2012,124.07
10-11-2012,163.39
10-12-2012,90.58
10-13-2012,48.09
10-14-2012,60.4
10-15-2012,96.19
10-16-2012,146.52
10-17-2012,157.19
10-18-2012,108.62
10-19-2012,88.16
10-20-2012,121.23
10-21-2012,119.14
10-22-2012,118.72
10-23-2012,140.64
10-24-2012,151.04
10-25-2012,142.39
10-26-2012,67.44
10-27-2012,65.63
10-28-2012,38.78
10-29-2012,122.49
10-30-2012,160.71
10-31-2012,140.95
11-01-2012,171.54
11-02-2012,67.65
11-03-2012,40.88
11-04-2012,91.68
11-05-2012,144.39
11-06-2012,192.48
11-07-2012,147.55
11-08-2012,165.28
11-09-2012,103.59
11-10-2012,79.56
11-11-2012,114.68
11-12-2012,141.17
11-13-2012,117.75
11-14-2012,202.83
11-15-2012,179.84
11-16-2012,96.06
11-17-2012,101.04
11-18-2012,112.32
11-19-2012,138.88
11-20-2012,151.02
11-21-2012,156.86
11-22-2012,152.54
11-23-2012,148.96
11-24-2012,112.79
11-25-2012,98.86
11-26-2012,159.91
11-27-2012,101.92
11-28-2012,210.82
11-29-2012,118.23
11-30-2012,119.22
12-01-2012,79.93
12-02-2012,84.57
12-03-2012,178.54
12-04-2012,170.42
12-05-2012,199.82
12-06-2012,169.68
12-07-2012,149.41
12-08-2012,119.12
12-09-2012,94.22
12-10-2012,183.84
12-11-2012,179.24
12-12-2012,161.79
12-13-2012,169.75
12-14-2012,184.66
12-15-2012,148.17
12-16-2012,127.33
12-17-2012,160.01
12-18-2012,193.4
12-19-2012,262.52
12-20-2012,199.94
12-21-2012,167.87
12-22-2012,162.68
12-23-2012,152.06
12-24-2012,172.33
12-25-2012,206.62
12-26-2012,218.92
12-27-2012,199.59
12-28-2012,185.46
12-29-2012,148.38
12-30-2012,174.58
12-31-2012,186.98
01-01-2013,222.31
01-02-2013,179.57
01-03-2013,232.25
01-04-2013,184.75
01-05-2013,180.85
01-06-2013,92.67
01-07-2013,250
01-08-2013,227.02
01-09-2013,267.38
01-10-2013,193.48
01-11-2013,201.52
01-12-2013,139.65
01-13-2013,159.54
01-14-2013,255.68
01-15-2013,235.75
01-16-2013,255.09
01-17-2013,251.16
01-18-2013,208.49
01-19-2013,179.6
01-20-2013,194.07
01-21-2013,277.68
01-22-2013,248.79
01-23-2013,264.34
01-24-2013,265.28
01-25-2013,233.28
01-26-2013,215
01-27-2013,210.33
01-28-2013,198.37
01-29-2013,300.35
01-30-2013,239.86
01-31-2013,255.71
02-01-2013,195.84
02-02-2013,192.7
02-03-2013,211.48
02-04-2013,243.79
02-05-2013,278.78
02-06-2013,317.5
02-07-2013,268.03
02-08-2013,217.04
02-09-2013,226.76
02-10-2013,241.25
02-11-2013,213.22
02-12-2013,291.22
02-13-2013,302.63
02-14-2013,257.09
02-15-2013,265.27
02-16-2013,206.52
02-17-2013,222.16
02-18-2013,246.97
02-19-2013,283.95
02-20-2013,264.84
02-21-2013,235.56
02-22-2013,277.64
02-23-2013,195.88
02-24-2013,200.88
02-25-2013,203.98
02-26-2013,18.1
02-27-2013,265.43
02-28-2013,318.73
03-01-2013,269.01
03-02-2013,205.69
03-03-2013,287.69
03-04-2013,287.93
03-05-2013,287.25
03-06-2013,241.3
03-07-2013,340.09
03-08-2013,214.01
03-09-2013,186.6
03-10-2013,261.63
03-11-2013,328.92
03-12-2013,334.37
03-13-2013,322.12
03-14-2013,301.77
03-15-2013,274.02
03-16-2013,250.49
03-17-2013,246.71
03-18-2013,25.56
03-19-2013,301.5
03-20-2013,839.34
03-21-2013,-166.19
03-22-2013,-38.33
03-23-2013,231.71
03-24-2013,217.47
03-25-2013,246.13
03-26-2013,309.73
03-27-2013,347.97
03-28-2013,314.68
03-29-2013,217.92
03-30-2013,210.94
03-31-2013,267.05
04-01-2013,250.34
04-02-2013,300.63
04-03-2013,327.77
04-04-2013,268.2
04-05-2013,260.33
04-06-2013,202.68
04-07-2013,228.68
04-08-2013,282.91
04-09-2013,266.28
04-10-2013,324.72
04-11-2013,291.44
04-12-2013,270.87
04-13-2013,240.83
04-14-2013,276.85
04-15-2013,276.92
04-16-2013,294.07
04-17-2013,315.31
04-18-2013,303.89
04-19-2013,256.5
04-20-2013,234.31
04-21-2013,223.1
04-22-2013,254.96
04-23-2013,267.33
04-24-2013,353.42
04-25-2013,256.48
04-26-2013,235.07
04-27-2013,212.29
04-28-2013,758.64
04-29-2013,260.81
04-30-2013,330.09
05-01-2013,289.2
05-02-2013,290.76
05-03-2013,227.57
05-04-2013,279.79
05-05-2013,203.53
05-06-2013,271.55
05-07-2013,310.22
05-08-2013,311.72
05-09-2013,274.36
05-10-2013,240.27
05-11-2013,222.19
05-12-2013,224.34
05-13-2013,282.57
05-14-2013,344.17
05-15-2013,281.84
05-16-2013,239.02
05-17-2013,235.46
05-18-2013,279.62
05-19-2013,201.84
05-20-2013,293.24
05-21-2013,324.53
05-22-2013,275.5
05-23-2013,280.94
05-24-2013,271.72
05-25-2013,198.87
05-26-2013,209.96
05-27-2013,230.74
05-28-2013,250.13
05-29-2013,265.92
05-30-2013,228.84
05-31-2013,224.48
06-01-2013,181.63
06-02-2013,213.33
06-03-2013,198.74
06-04-2013,276.04
06-05-2013,295.18
06-06-2013,201.69
06-07-2013,225
06-08-2013,223.52
06-09-2013,169.12
06-10-2013,271.25
06-11-2013,269.98
06-12-2013,248.38
06-13-2013,241.75
06-14-2013,221.16
06-15-2013,186.22
06-16-2013,204.27
06-17-2013,197.81
06-18-2013,255.07
06-19-2013,221.96
06-20-2013,231.61
06-21-2013,175.81
06-22-2013,157.1
06-23-2013,212.83
